agent_label,system_id,scenario_id,total_turns,elapsed_seconds,stop_reason,stop_reason_class,stopped_by_student,overall_helpfulness,student_progress,mentor_effectiveness,conversation_efficiency,holistic_score,is_success,success_type
icml-evaluation-results,openrouter:anthropic/claude-sonnet-4.5,rebuttal_strategy,14,1143.64,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:anthropic/claude-sonnet-4.5,rl_robotics_direction,13,1029.19,student_terminated,ambiguous,True,1.967,1.967,1.967,1.867,1.952,True,score_only
icml-evaluation-results,openrouter:anthropic/claude-sonnet-4.5,sustainability_mba,12,210.84,goal_reached,positive,True,2.000,2.000,2.000,1.900,1.985,True,score_and_positive_stop
icml-evaluation-results,openrouter:anthropic/claude-sonnet-4.5,venue_selection_dilemma,43,3667.46,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:anthropic/claude-sonnet-4.5,vision_baseline_analysis,41,2800.71,student_terminated,ambiguous,True,2.000,2.000,2.000,2.000,2.000,True,score_only
icml-evaluation-results,openrouter:google/gemini-3-pro-preview,arxiv_preprint_strategy,10,379.15,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:google/gemini-3-pro-preview,biosignal_undergrad,25,951.20,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:google/gemini-3-pro-preview,causal_ablation_help,15,520.14,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:google/gemini-3-pro-preview,clinical_trial_ehr,80,3896.93,max_turns_reached,ambiguous,False,1.967,1.967,2.000,1.867,1.958,True,score_only
icml-evaluation-results,openrouter:google/gemini-3-pro-preview,data_center_optimization,80,3416.82,max_turns_reached,ambiguous,False,2.000,2.000,2.000,1.900,1.985,True,score_only
icml-evaluation-results,openrouter:google/gemini-3-pro-preview,dissertation_chapter_polish,40,1494.66,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:google/gemini-3-pro-preview,drug_discovery_plan,10,371.39,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:google/gemini-3-pro-preview,fairness_phd_idea,80,2203.57,goal_reached,positive,True,1.967,2.000,2.000,1.933,1.978,True,score_and_positive_stop
icml-evaluation-results,openrouter:google/gemini-3-pro-preview,federated_learning_design,21,741.69,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:google/gemini-3-pro-preview,icml_revision_feedback,16,493.58,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:google/gemini-3-pro-preview,llm_eval_planning,8,362.95,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:google/gemini-3-pro-preview,multimodal_masters_scope,75,2669.84,goal_reached,positive,True,2.000,2.000,2.000,1.967,1.995,True,score_and_positive_stop
icml-evaluation-results,openrouter:google/gemini-3-pro-preview,neurips_camera_ready,11,482.94,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:google/gemini-3-pro-preview,nlp_negative_results,28,828.18,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:google/gemini-3-pro-preview,quantum_curious,34,1918.05,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:google/gemini-3-pro-preview,rebuttal_strategy,10,433.55,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:google/gemini-3-pro-preview,rl_robotics_direction,41,1529.62,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:google/gemini-3-pro-preview,sustainability_mba,39,1493.61,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:google/gemini-3-pro-preview,venue_selection_dilemma,80,2444.11,max_turns_reached,ambiguous,False,2.000,2.000,2.000,2.000,2.000,True,score_only
icml-evaluation-results,openrouter:google/gemini-3-pro-preview,vision_baseline_analysis,28,928.72,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:openai/gpt-5,arxiv_preprint_strategy,7,644.96,mentored_enough,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:openai/gpt-5,biosignal_undergrad,80,4273.53,max_turns_reached,ambiguous,False,2.000,2.000,2.000,2.000,2.000,True,score_only
icml-evaluation-results,openrouter:openai/gpt-5,causal_ablation_help,36,2406.25,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:openai/gpt-5,clinical_trial_ehr,29,1723.38,mentored_enough,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:openai/gpt-5,data_center_optimization,56,4630.47,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:openai/gpt-5,dissertation_chapter_polish,5,202.05,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:openai/gpt-5,drug_discovery_plan,31,2125.11,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:openai/gpt-5,fairness_phd_idea,28,2366.45,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:openai/gpt-5,federated_learning_design,39,3654.30,student_terminated,ambiguous,True,2.000,2.000,2.000,1.933,1.990,True,score_only
icml-evaluation-results,openrouter:openai/gpt-5,icml_revision_feedback,8,354.26,mentored_enough,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:openai/gpt-5,llm_eval_planning,17,1002.96,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:openai/gpt-5,multimodal_masters_scope,22,1399.96,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:openai/gpt-5,neurips_camera_ready,3,383.47,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:openai/gpt-5,nlp_negative_results,7,518.36,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:openai/gpt-5,quantum_curious,44,3149.57,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:openai/gpt-5,rebuttal_strategy,11,702.29,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:openai/gpt-5,rl_robotics_direction,80,3719.49,max_turns_reached,ambiguous,False,1.967,1.967,1.967,1.933,1.962,True,score_only
icml-evaluation-results,openrouter:openai/gpt-5,sustainability_mba,52,2998.90,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:openai/gpt-5,venue_selection_dilemma,13,758.26,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
icml-evaluation-results,openrouter:openai/gpt-5,vision_baseline_analysis,36,1804.46,goal_reached,positive,True,2.000,2.000,2.000,2.000,2.000,True,score_and_positive_stop
